job_title,job_company_name,job_location,job_salary,job_details,job_date,today_date
Frontend Developer,TalentBee,"Bengaluru, Karnataka","₹10,00,000 - ₹20,00,000 a year","Familiarity with modern front end build pipelines and tools.
Work with backend developers to integrate RESTful APIs.
Optimize for speed of development/delivery.",30+ days ago,21-07-21
UI Engineer,Maersk,"Bengaluru, Karnataka",Salary Not Mentioned,"You will help set technical standards and best practices for the front-end team.
Current trends and best practices in front-end architecture, including…",30+ days ago,21-07-21
Angular Developer,Diatoz Solutions,"Bengaluru, Karnataka•Temporarily Remote","₹1,00,000 - ₹5,00,000 a year","Architect, Develop, test and deploy robust products that are fast, scalable and highly responsive.
Design and maintain large and complex databases, both…",18 days ago,21-07-21
UI Developer,Enate India,"Bengaluru, Karnataka•Temporarily Remote","₹3,80,777 - ₹16,22,383 a year","Net developers to design API to support UI requirements.
Should be able to understand customer/end-users requirements and actively participate in requirement…",21 days ago,21-07-21
,IvyPointSolutions,"Bengaluru, Karnataka","₹6,00,000 - ₹12,00,000 a year","Solid 3+ years of web development experience building complex web UI/UX interactions.
Strong development experience with frameworks like VueJS.",8 days ago,21-07-21
UI Developer (1-3 Yrs),CommerceIQ,"Bengaluru, Karnataka•Temporarily Remote","₹10,00,000 - ₹15,00,000 a year","Work closely with the Product Managers, Designers and Backend developers to implement versatile front-end solutions.
Front-end development: 2 years (Required).",15 days ago,21-07-21
ReactJS Developer,Encore Inc,"Bengaluru, Karnataka","₹15,00,000 - ₹25,00,000 a year","2+ years of web development experience on React Js.
Strong Experience in developing rich client functionality with good knowledge of *React JS,Redux,HTML,CSS.*.",14 days ago,21-07-21
,The Tent Tribe,"Bengaluru, Karnataka","₹2,000 a month",Working closely with the founders and back-end and other front-end engineers to implement versatile solutions to tricky web development problems 5.,6 days ago,21-07-21
Web Developer,dot mappers,"Bengaluru, Karnataka",Salary Not Mentioned,"To design and develop websites ensuring strong optimization and functionality.
To assist in the planning of overall company policy regarding search engine…",30+ days ago,21-07-21
,Vibrant-info,"Bengaluru, Karnataka•Temporarily Remote",Salary Not Mentioned,"Min of 3yrs working Experience.
Js min of 2 projects should be done.
Should have hands-on on React and redux without fail.
GIT & AWS Basic: 3 years (Preferred).",8 days ago,21-07-21
UI/UX Designer and Developer,Vivanta Technologies,"Bengaluru, Karnataka",Salary Not Mentioned,"Collaborating on user experience planning with a lead experience architect.
Consulting with clients and lead experience architect.",30+ days ago,21-07-21
ReactJS Developer,Client of Proficient Insight Llp,"Bengaluru, Karnataka•Temporarily Remote","₹12,00,000 a year","Developing Front end application code and unit tests in React along with Service Layer.
Designing and developing user interfaces using React best practices,.",14 days ago,21-07-21
UI Developer,WinkTales (WT),"Bengaluru, Karnataka",Salary Not Mentioned,"Facilitating sessions with end users to solicit feedback related to UI/UX mock-ups.
The candidate will be part of a collaborative team creating new UI business…",30+ days ago,21-07-21
UI Developer,eSpycons,"Bengaluru, Karnataka",Salary Not Mentioned,"Design, develop, and configure software systems to meet market and/or client requirements either end-to-end from analysis, design, implementation, quality…",30+ days ago,21-07-21
Senior – Software Front End Developer,SP Robotic Works,"Bengaluru, Karnataka",Salary Not Mentioned,"Experience in architecting front-end apps on scale with high security and availability.
Collaborate with Back-End web developers and programmers to improve…",30+ days ago,21-07-21
Web Developer,Greet Labs,"Bengaluru, Karnataka",Salary Not Mentioned,"Integrate data from various back-end services and databases.
Degree/Master Degree or B.E/B.
Tech/MCA in computer science or a related field.",30+ days ago,21-07-21
Opportunity for Front End Developer,All Blue Infotech,"Bengaluru, Karnataka","₹30,00,000 - ₹80,00,000 a year","Develop User interfaces for Modern Rich Internet Applications with the latest Front-End Technologies.
Writing, testing and documenting JavaScript, HTML and CSS.",30+ days ago,21-07-21
Front End Developer,"Quor Technologies, Inc.","Bengaluru, Karnataka•Remote",Salary Not Mentioned,"_A full-time long-term project with an exciting venture-funded startup out of the US (Silicon Valley, NYC, Tel Aviv, and India) and a giant media/tech Partner…",12 days ago,21-07-21
Angular Developer,Adwit Global,"Bengaluru, Karnataka•Temporarily Remote","₹25,000 - ₹75,000 a month","Familiarity with modern front-end build pipelines and tools.
2 - 4 years of experience in Angular front-end development of web application development .",30 days ago,21-07-21
NodeJS Developer (3+ Years),CognitiveClouds,"Bengaluru, Karnataka",Salary Not Mentioned,"Integration of user-facing elements developed by front-end developers with server side logic.
Therefore, a basic understanding of front-end technologies is…",30+ days ago,21-07-21
Lead Front-end Developer,Fashinza,"Bengaluru, Karnataka","₹25,00,000 - ₹45,00,000 a year","Keenness to take ownership and drive projects end-to-end.
Define, design and building features from ground up while collaborating with cross-functional teams.",26 days ago,21-07-21
,Gloify,"Bengaluru, Karnataka","₹2,00,000 - ₹4,00,000 a year","Develop cross-platform applications based on technical specifications.
Desired skills : 3+ year of experience in developing enterprise-class mobile applications…",7 days ago,21-07-21
Web Developer - WordPress,Commvault,"Bengaluru, Karnataka",Salary Not Mentioned,"Troubleshoot and fix front & back-end issues.
Our automated solutions work on-prem and in the cloud, and work with the digital tools and procedures you’re…",30+ days ago,21-07-21
React Native Developer,Frantiger Business Consulting Pvt ltd,"Bengaluru, Karnataka•Temporarily Remote",Salary Not Mentioned,"Notice period- 15 days preferred.
Temporarily due to COVID-19.",12 days ago,21-07-21
Angular JS Developer,Savitarka Business Solutions,"Bengaluru, Karnataka",Salary Not Mentioned,"""Must Have Candidate must have good knowledge in Angular 2+ and Above version Experience in Frontend Development and Angular,Javascript,typescript is Mandatory…",30+ days ago,21-07-21
Senior Software Engineer,LucidViz,"Bengaluru, Karnataka•Temporarily Remote","₹3,00,000 - ₹11,00,000 a year","At least 2 years of experience developing applications and viewers.
Our intention is to develop zero foot print anywhere anytime server side Advanced…",8 days ago,21-07-21
Senior Full Stack Developer,Escape,"Bengaluru, Karnataka•Temporarily Remote","₹15,00,000 - ₹30,00,000 a year","Front-end development: 1 year (Preferred).
We are also the first ones to create a Covid-19 dashboard for travel.",30+ days ago,21-07-21
Immediate hiring for Angular 2/4/5 Developer,Bootminds System,"Bengaluru, Karnataka",Salary Not Mentioned,"Strong understanding of front-end WEB technologies.
Owning, developing and delivering complete front-end of the application.
Strong expertise in Angular 2.x.",30+ days ago,21-07-21
UI Javascript Engineer ( ENOVIA ),Dassault Systèmes,"Bengaluru, Karnataka",Salary Not Mentioned,"Estimating, Designing, Developing, Planning and implementing software modules and features.
Resolve technical issues through Debugging, Research and…",21 days ago,21-07-21
Head Web Development,Milestone Inc.,"Bengaluru, Karnataka",Salary Not Mentioned,"Experience with web application design and development for desktop, mobile, and back-end services/APIs.
This role will be leading and aligning various team…",30+ days ago,21-07-21
Web/CMS Developers,World Vision Softek,"Bengaluru, Karnataka",Salary Not Mentioned,"HTML 5, CSS 3, JavaScript, jQuery, Responsive Design (Media Queries), Bootstrap, WordPress, Joomla, Drupal, Magento, Opencart, PHP, MySQL.",30+ days ago,21-07-21
React Developer,Xyram Software Solutions,"Bengaluru, Karnataka",Salary Not Mentioned,"Exposure to Web services and RESTful API development.
Experience level : 4 – 6 years.",30+ days ago,21-07-21
Frontend Developer,Alternative Business Intelligence,"Bengaluru, Karnataka",Salary Not Mentioned,"Familiarity with modern front-end build pipelines and tools.
Building reusable cross platform components and front-end libraries for future use.",30+ days ago,21-07-21
Senior UI Developer,Tuebora,"Bengaluru, Karnataka",Salary Not Mentioned,"Nice to have understanding of elements of building front-end pipelines like Webpack, NPM, Semantic Versioning, Continuous Integration etc.",22 days ago,21-07-21
Senior Java Developer,Ficuslot Innovation Pvt Ltd,"Bannerghatta Rd, Karnataka","₹50,000 - ₹65,000 a month","2+ years in front end development using Angular/React a must.
Good to Have: AWS Lamda, Dockers.
Hands-on experience in designing and developing high-performing,…",12 days ago,21-07-21
UX UI Designer/ Developer,Catori Infotech,"Bengaluru, Karnataka",Salary Not Mentioned,1-3 years of experience in UX UI Design/ Develop.,30+ days ago,21-07-21
UI developer,Stellapps Technologies,"Bengaluru, Karnataka",Salary Not Mentioned,"Very good knowledge on Angular/React frameworks.
Experience level of 2-6 years in using UI framworks.
Development of UI framework for IoT based applications.",30+ days ago,21-07-21
Ruby Rails Developer,CortexCraft Innovation Labs,"Bengaluru, Karnataka",Salary Not Mentioned,"Demonstrable knowledge of front-end technologies such as JavaScript, HTML, CSS and JQuery.
Employment Type : Permanent Job, Full Time.",30+ days ago,21-07-21
PHP Web Developers,Vivanta Technologies,"Bengaluru, Karnataka",Salary Not Mentioned,"Integration of user-facing elements developed by front-end developers.
Create back-end code and reusable objects in PHP.
Knowledge of any MVC Framework & CMS.",30+ days ago,21-07-21
UI Developer,Cogwave Software Technologies,"Bengaluru, Karnataka",Salary Not Mentioned,"Good knowledge on latest versions of Angular JS,HTML, CSS, jquery, javascript,XML, json.
Being familiar using tools like photoshop, indesign, illustrator,…",30+ days ago,21-07-21
ReactJS Developer,Aptean,"Bengaluru, Karnataka",Salary Not Mentioned,"Building reusable components and front-end libraries for future use.
Aptean is focused on providing products and solutions to customers in specific verticals.",12 days ago,21-07-21
Front End Developer,Encora,"Bengaluru, Karnataka",Salary Not Mentioned,"Should be strong in UI Development- HTML, CSS, JavaScript.
Good experience in JavaScript frameworks- Angular 4+.",30+ days ago,21-07-21
Front-end Developer,Exidio Corp.,"Bengaluru, Karnataka",Salary Not Mentioned,"Writing unit and end-to-end test scripts for required modules/packages.
You will be responsible for building the ‘client-side’ of our web applications.",30+ days ago,21-07-21
EDA Frontend Support Engineer,Texas Instruments,"Bengaluru, Karnataka",Salary Not Mentioned,"Analog frontend AE is responsible for providing support to frontend tools like Virtuoso schematic editor, analog and mixed signal simulators, schematic…",14 days ago,21-07-21
React Native Developer - Fresher,ThiDiff,"Bengaluru, Karnataka",Salary Not Mentioned,"React Native, HTML, CSS, JavaScript.",30+ days ago,21-07-21
Web Developer (CMS),Position2,"Bengaluru, Karnataka",Salary Not Mentioned,"Job Summary We are looking for a Drupal Developer responsible for front-end CMS development and theming.
This position requires a combination of programming…",30+ days ago,21-07-21
,Talent Corner HR Services,"Bengaluru, Karnataka","₹4,00,000 a year",2-4 years of experience in development Web applications on UI technologies Atleast 2 years’ experience in developing UI with ReactJS Developing new user-facing…,1 day ago,21-07-21
Web Developer,eORB Solutions,"Bengaluru, Karnataka",Salary Not Mentioned,"2 years of web application development experience in Bootstrap HTML5, CSS3, PHP5, MySQL.
Strong knowledge and Proficiency in PHP programming based on OOPS…",30+ days ago,21-07-21
,EtherSys,"Bengaluru, Karnataka","₹10,000 a month","We are building efficient, disruptive, and smart products and solutions on IoT, AI, analytics, and networking-based use cases like smart office, smart home,…",3 days ago,21-07-21
Angular Developer 3+ yrs Exp immediate joining,Inintra Alliances Pvt Ltd,"Bengaluru, Karnataka•Temporarily Remote","₹20,000 - ₹30,000 a month","Coordinating the workflow between the UX designer and backend developer.
Must have work experience in Typescript, less css and Angular Material.",30+ days ago,21-07-21
Sr.UI-UX Developer,Formac,"Bengaluru, Karnataka",Salary Not Mentioned,"Write front-end code in Angular JS, HTML5, CSS3, jQuery and JavaScript.
Good skills in UI/UX designs, with an eye for typography, composition, layout, color and…",30+ days ago,21-07-21
"Front End Developer – Angular – Pune, Bangalore and Hyderabad",TeamPlus Staffing Solution Pvt Ltd,"Bengaluru, Karnataka",Salary Not Mentioned,42 (36 Jr + 6 Sr. ).,30+ days ago,21-07-21
,GM Global Products & Sales Private Limited,"Bengaluru, Karnataka","₹20,000 - ₹27,000 a month","*Be part of a community of React Native developers that share knowledge and help each other as problems arise.*.
*Integrate with third-party APIs.*.",Just posted,21-07-21
IN_RBEI_Specialist - Angular and Java Developer EIA3,Bosch Group,"Bengaluru, Karnataka",Salary Not Mentioned,"3 -4 years of experience in development and maintenance of Java/JEE Applications.
Expertise in software development and enterprise web applications.",30+ days ago,21-07-21
Frontend Developer,DeTrans Solutions,"Bengaluru, Karnataka•Remote",Salary Not Mentioned,"Design, develop & deploy solutions using cloud technologies for processing millions of transactions.
Collaborate with Product Owners to develop product features…",30+ days ago,21-07-21
Angular Developer,Maveric Systems,"Bengaluru, Karnataka",Salary Not Mentioned,"Strong knowledge in web technologies.
Hands on developing web applications using HTML, CSS, JavaScript and JavaScript frameworks.",30+ days ago,21-07-21
,CGI Inc,"Bengaluru, Karnataka",Salary Not Mentioned,Should be able to bevelop Analyses and Maintenance of a complex software developed and solve complex engineering problems quickly and smartly.,1 day ago,21-07-21
Developer/JAVA/JEE/JavaScript - Workflow Management,SAP,"Bengaluru, Karnataka",Salary Not Mentioned,"Gain visibility on end-end operational processes and integration scenario.
Work Area: Software-Development Operations.
Employment Type: Regular Full Time.",9 days ago,21-07-21
Front End Developer - Mobile & Web 2+ Years,MyWealthJunction,"Rajajinagar, Bengaluru, Karnataka",Salary Not Mentioned,A front-end web developer is responsible for implementing visual elements that users see and interact within a Web Application & Mobile Application.,30+ days ago,21-07-21
PTC Thingworx Developer,Embedsense Solutions Private Limited,"Hebbal, Bengaluru, Karnataka",Salary Not Mentioned,"Hands-on experience on front end development using Thingworx for 2+ years.
Develop front end application code, Debug, Perform Code Review, Code Optimization,…",30+ days ago,21-07-21
Angular Developer,Encora,"Bengaluru, Karnataka",Salary Not Mentioned,"Altleast 4 years of experience in Angular.
Experienced with UI development in JS, HTML5, CSS, Angular JS, NPM, NodeJS, Git Hub, Jenkins.",30+ days ago,21-07-21
ReactJs / AngularJs / NodeJS Developer Fresher,Hyniva,"Bengaluru, Karnataka",Salary Not Mentioned,"Good knowledge and training of ReactJs/AngularJs/NodeJS development.
Web or mobile application development work experience using HTML5, CSS3, and JavaScript.",30+ days ago,21-07-21
Developer Web,Empower Retirement,"Bengaluru, Karnataka",Salary Not Mentioned,"Should have the ability to trouble shoot issues and help other developers technically in their day to day work.
Ant, MAVEN, CA Harvest, Git.",30+ days ago,21-07-21
UI Developer,Symphony SUMMIT,"Bengaluru, Karnataka",Salary Not Mentioned,"SummitAI unifies service management, asset management, and operations management in a single, easy-to-use offering.
Experience in writing extensive unit tests.",30+ days ago,21-07-21
UI ReactJs Developer,IndValley Resources,"Bengaluru, Karnataka",Salary Not Mentioned,"Monitoring and improving front-end performance.
Familiarity with modern front-end build pipelines and tools.
Experience: 5 to 8 Years.",26 days ago,21-07-21
UI Developer,Diverse Lynx India,"Bengaluru, Karnataka",Salary Not Mentioned,"Proficiencies across latest web technologies, tools and best practices including HTML5, CSS3.
Proficiencies across LESS, SASS, JavaScript, jQuery, Bootstrap,…",30+ days ago,21-07-21
Vue.js Developers,SYSOTEL,"Bengaluru, Karnataka•Temporarily Remote","₹25,000 a month","\* Developing user-facing applications using Vue.js template that we provide.
\* Building modular and reusable components and libraries.",30+ days ago,21-07-21
Senior Frontend Developer,Scripbox Advisors,"Bengaluru, Karnataka",Salary Not Mentioned,"Writing quality code using language best practices.
Building good software using the latest tools and techniques.
You can use GIT well.",30+ days ago,21-07-21
Web and Mobile application developer,Tecqubes Technologies,"Bengaluru, Karnataka","₹13,00,000 - ₹14,00,000 a year","Backend: nodejs and sql , Good to have express or Koa.js knowledge.
Mobile: React-Native , Html , Css , iOS, Android experience.",11 days ago,21-07-21
UI Developer | Bangalore | 6-8 years,PNR Software Solutions,"Bengaluru, Karnataka",Salary Not Mentioned,"Should have basic knowledge in AEM or any CMS tool integration with front end.
Should have an Experience range of 6-8 years and relevant experience of 3-4 years…",30+ days ago,21-07-21
UI Developer,Anatta,"Bengaluru, Karnataka",Salary Not Mentioned,"Work collaboratively with visual designers, project managers, and other developers to plan and implement.
Developers, designers and clients across the globe to…",30+ days ago,21-07-21
Node js developer,Futuryze Digital,"Bengaluru, Karnataka•Remote","₹5,00,000 - ₹10,00,000 a year","Collaborating with front-end developers on the integration of elements.
Knowledge of front-end technologies such as HTML5 and CSS3.",30+ days ago,21-07-21
,Pepper Square Software Services Pvt Ltd,"Bengaluru, Karnataka•Temporarily Remote",Salary Not Mentioned,Demonstrate knowledge in front-end performance and emerging standards while promoting best practices to push the limits of what a browser can do.,8 days ago,21-07-21
Junior Reactjs Developer,HR Devi and Associates,"Bengaluru, Karnataka","₹6,50,000 - ₹9,00,000 a year","Experience of React JS is mandatory.
Experience of HTML,CSS, Javascript, AngularJS, Node JS.
Mastery of OOP, Functional JavaScript, and client-side MVC.",30+ days ago,21-07-21
,NTT DATA Services,"Bengaluru, Karnataka",Salary Not Mentioned,"Skills: - Strong hands-on development experience in - Angular10 and up, JavaScript, NodeJS, front-end development and architecture, design patterns - Database…",4 days ago,21-07-21
PHP Developer,Riddhi Corporate Services Pvt. Ltd,"Bengaluru, Karnataka•Remote","₹2,04,048 - ₹7,77,667 a year","Worked with front end technologies such as Java Script, HTML5, CSS ?
A minimum of 3 8 years experience as a developer.
Deep and thorough knowledge on Core PHP.",19 days ago,21-07-21
,"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka",Salary Not Mentioned,"5+ years' experience with full development lifecycle from concept through implementation.
3+ years' experience with design, development, deployment, and support…",4 days ago,21-07-21
UI Path Developer,Diverse Lynx India,"Bengaluru, Karnataka",Salary Not Mentioned,"Uipath, Uipath Rpa, SQL Query, Troubleshooting, Ui Path Studio, Workflows Designing, Testing.",30+ days ago,21-07-21
Software Engineer - CWM Engineering - Wellness - Front End Developement,Goldman Sachs,"Bengaluru, Karnataka",Salary Not Mentioned,"Our advisor-led wealth management businesses provide financial planning, investment management, banking and comprehensive advice to a wide range of clients,…",30+ days ago,21-07-21
Web Developer,Ridgehead Software,"Bengaluru, Karnataka•Remote",Salary Not Mentioned,"NET developers with MySQL and SQL experience for work on client-related CMS/CRM projects.
The Web Developer will develop, deploy, and support content-driven,…",30+ days ago,21-07-21
UI developer,Jifflenow,"Bengaluru, Karnataka",Salary Not Mentioned,"Familiarity with modern front-end build pipelines and tools.
Building reusable components and front-end libraries for future use.",30+ days ago,21-07-21
,Siemens,"Bengaluru, Karnataka",Salary Not Mentioned,Responsible for Design of software solutions based on requirements and within the constraints of architectural /design guidelines.,5 days ago,21-07-21
"Full Stack Developer - C#, Web API and SQL",NextGen Healthcare,"Bengaluru, Karnataka",Salary Not Mentioned,"Minimum 2 years of experience in software development.
C#, REST, JSON, Web Service, WebAPI, Unit Test, SQL Server.",26 days ago,21-07-21
,Genpact,"Bengaluru, Karnataka",Salary Not Mentioned,"In this role, resource will be responsible for Rapid assimilation & understanding of existing applications and technical environment, to convert business…",7 days ago,21-07-21
Frontend Engineer,Thoucentric,"Bengaluru, Karnataka",Salary Not Mentioned,Being able to understand & communicate with REST APIs is critical to ensure any reasonably complex functionality on the front-end.,30+ days ago,21-07-21
Software Engineer- UI Path,NatWest Group,"Bengaluru, Karnataka",Salary Not Mentioned,"In your new role, you’ll engineer and maintain innovative, customer centric, high performance, secure and robust solutions.
Minimum experience of 4yrs-12yrs.",30+ days ago,21-07-21
AngularJS Developer,Tecnotree,"Bengaluru, Karnataka",Salary Not Mentioned,"Hands on experience on Java Script, Angular JS, HTML ,CSS and Grunt JS.
Knowledge on DevOps tools like Jenkins / Docker.",15 days ago,21-07-21
ReactJS Developer,UXGURUS Consultancy,"Bengaluru, Karnataka",Salary Not Mentioned,"Skills HTML, CSS, Javascript, jQuery, ReactJS, Redux, Webservices, NodeJS(basics).",30+ days ago,21-07-21
WordPress Developer,Locus IT Services,"Bengaluru, Karnataka",Salary Not Mentioned,"Good understanding of front-end technologies, including HTML5, CSS3, JavaScript, jQuery.
Strong understanding of PHP back-end development.",30+ days ago,21-07-21
,ailoitte,"Bengaluru, Karnataka",Salary Not Mentioned,"1+ years of front-end development experience including React, Angular or Vue.Js.
3+ years of back-end development experience including Node.JS.",7 days ago,21-07-21
UI Developer(JAVA Backend / JAVA Microservices / JAVA Full Stack Developer),Menorah Personnel Management India Private,"Bengaluru, Karnataka",Salary Not Mentioned,"Java,Microservices,HTML, Java Script,UI Development.",30+ days ago,21-07-21
Application Development Engineer (ADE) - Frontend,Arista Networks,"Bengaluru, Karnataka",Salary Not Mentioned,"Build efficient, performing and reusable front-end systems.
Arista’s award-winning platforms deliver availability, agility, automation analytics and security…",30+ days ago,21-07-21
Sr. Web Developer,ZaranTech,"Bengaluru, Karnataka",Salary Not Mentioned,"Must be able to Design, Code and modify website from layout to function according to the given specifications.
Build reusable code and libraries for future use.",30+ days ago,21-07-21
Senior Front End Software Engineer,Woliba,"Bengaluru, Karnataka",Salary Not Mentioned,"Write clean, standards-compliant, and accessible client-side component code for web applications with responsive, mobile-first layouts.",29 days ago,21-07-21
ReactJS Developer,Infoskies,"Bengaluru, Karnataka",Salary Not Mentioned,"Monitoring and improving front-end performance.
Developing and implementing front-end architecture to support user interface concepts.",21 days ago,21-07-21
React JS Frontend Software Engineer,H&M,"Bengaluru, Karnataka",Salary Not Mentioned,"You will contribute to helping build creative interfaces and sophisticated components to improve the customer experience in one of products, ranging from our…",30+ days ago,21-07-21
Full Stack Web Developer,Rakuten,"Bengaluru, Karnataka",Salary Not Mentioned,"Experience contributing front-end code to consumer-focused web application.
Strong computer science fundamentals in algorithms, data structures, databases,…",30+ days ago,21-07-21
,Vibrant-info,"Bengaluru, Karnataka•Temporarily Remote",Salary Not Mentioned,"Min of 3yrs working Experience.
Js min of 2 projects should be done.
Should have hands-on on React and redux without fail.
GIT & AWS Basic: 3 years (Preferred).",8 days ago,21-07-21
Web Developer,skilora,"Bengaluru, Karnataka",Salary Not Mentioned,"Work with the marketing team and back-end developers to develop pages as may be required by the business.
Industry Type: IT-Software, Software Services.",30+ days ago,21-07-21
Senior Sharepoint Developer,"FireEye, Inc.","Bengaluru, Karnataka",Salary Not Mentioned,"Work with developers to ensure the implementation align with technical design.
As a Senior SharePoint Developer, you will leverage your deep front end…",30+ days ago,21-07-21
Senior Frontend Engineer,HackerRank,"Bengaluru, Karnataka",Salary Not Mentioned,"Along with all of this, as a senior developer you will also be responsible for mentoring developers, setting the engineering standards across the org and…",30+ days ago,21-07-21
Lead FrontEnd Web Developer,Enverus,"Bengaluru, Karnataka",Salary Not Mentioned,"Experience in leading and mentoring a team of developers.
Mentor junior software developers on design patterns, development best practices.",30+ days ago,21-07-21
Lead UI Developer (Angular),Luxoft,"Bengaluru, Karnataka",Salary Not Mentioned,"Luxoft is looking for UI Lead/Architect professionals with excellent experience in UI Development using Angular JS, Java and JavaScript.",25 days ago,21-07-21
Frontend Developer (with React),Version 1,"Bengaluru, Karnataka",Salary Not Mentioned,"Experience working closely with key stakeholders across the engineering team, including Architects, Product Owners and UX designers understanding and…",29 days ago,21-07-21
UI Software Engineer,AceNet,"Bengaluru, Karnataka",Salary Not Mentioned,"At least 2 years of experience in front-end technologies like HTML 5,CSS 3,Angular 2/4/6/8.
Should have hands on experience working with CSS compilers and HTML…",30+ days ago,21-07-21
React js developer,Reylon soft,"Bengaluru, Karnataka",Salary Not Mentioned,"Building reusable components and front-end libraries for future use.
2+ years Experience in UI development with React.",30+ days ago,21-07-21
,NAVA VISION,"Bengaluru, Karnataka","₹15,000 - ₹20,000 a month","\* Knowledge in front-end technologies like HTML, CSS, Javascript,.
\* At least 2-3 years of PHP integration technologies and frameworks.",8 days ago,21-07-21
Web Developer,Octact Solutions,"Bengaluru, Karnataka",Salary Not Mentioned,"Need to have knowledge in creating web based applications.
Must Strong in PHP and SQL.
Should be able to design and code in PHP.",30+ days ago,21-07-21
UI Frontend Engineer,Rakuten,"Bengaluru, Karnataka",Salary Not Mentioned,"Adapting interface for modern internet applications using the latest front-end technologies.
Designing and developing user interfaces using AngularJS/Angular…",30+ days ago,21-07-21
UI Frontend Engineer,Rakuten,"Bengaluru, Karnataka",Salary Not Mentioned,"Adapting interface for modern internet applications using the latest front-end technologies.
Designing and developing user interfaces using AngularJS/Angular…",30+ days ago,21-07-21
UI Developer,"Sigmoid, Bengaluru","Bengaluru, Karnataka",Salary Not Mentioned,"Sigview is a real-time data visualisation and analysis tool for high velocity and high volume of data.
Keeping in mind to fit with Big Data, it supports 100's…",30+ days ago,21-07-21
React Developer,NetPrise Solutions,"Bengaluru, Karnataka•Temporarily Remote","₹5,00,000 a year","Developing scalable, reusable components and front-end libraries.
You will be responsible for architecting and building these applications.",30+ days ago,21-07-21
Frontend Engineer(React.js),Kredx,"Bengaluru, Karnataka",Salary Not Mentioned,"‌●Develop‌ ‌new‌ ‌components‌ ‌and‌ ‌features‌ ‌for‌ ‌our‌ ‌frontend‌ ‌app(s)‌ ‌.
Write,‌ ‌audit,‌ ‌and‌ ‌improve‌ ‌our‌ ‌test‌ ‌coverage‌ ‌.",30+ days ago,21-07-21
,Corascent,"Bengaluru, Karnataka•Temporarily Remote","₹3,44,109 - ₹14,97,063 a year","\*Building reusable components and front-end libraries.
\*Collaborate with web designers and back-end designers.
Total work: 2 years (Preferred).",2 days ago,21-07-21
Frontend Engineer,Drishti,"Bengaluru, Karnataka",Salary Not Mentioned,"Full understanding of the fundamentals of front-end development.
Experience in end-to-end product building, experimental mindset and are not afraid to try new…",30+ days ago,21-07-21
Node JS Developer/Lead,Mantra Labs,"Bengaluru, Karnataka",Salary Not Mentioned,"6.Basic understanding of front-end technologies, such as HTML5, and CSS3.
1.Strong proficiency with JavaScript.
Write good quality code with unit tests.",30+ days ago,21-07-21
React JS and Node JS developer,Utthunga Technologies Pvt Ltd,"Bengaluru, Karnataka•Temporarily Remote","₹6,00,000 a year","Skills-1-Strong in JavaScript, including DOM manipulation and the JavaScript object model2-Thorough understanding of React.js and its core principles3…",22 days ago,21-07-21
Reactjs Developer,IQVIA,"Bengaluru, Karnataka",Salary Not Mentioned," BS in a related field (CS, Math) or comparable field.
 5 to 8 years prior related experience in developing web applications, graduate experience, or…",30+ days ago,21-07-21
API and UI Test Automation Engineer,Ought Right,"Bengaluru, Karnataka•Temporarily Remote","₹10,00,000 a year","Automation engineer with frontend as well as API test automation EXP.
Strong in C#, Selenium& API test automation using Postman.
Temporarily due to COVID-19.",30+ days ago,21-07-21
,The Tent Tribe,"Bengaluru, Karnataka","₹2,000 a month",Working closely with the founders and back-end and other front-end engineers to implement versatile solutions to tricky web development problems 5.,6 days ago,21-07-21
Senior UI Developer - Angular and Bootstrap,State Street,"Bengaluru, Karnataka",Salary Not Mentioned,"Bachelor's degree with 7-9 years of full-time UI Development experience .
Senior UI Developer with creative, innovative and passionate for building advanced…",18 days ago,21-07-21
Consultant/UI Engineer,Genpact,"Bengaluru, Karnataka",Salary Not Mentioned,"In this role, we are looking to hire an experienced Angular Developer who will work with team members to troubleshoot and improve current front-end applications…",26 days ago,21-07-21
UI Developer,PURPLEDOT DESIGNS PVT LTD,"Bengaluru, Karnataka",Salary Not Mentioned,"Hands-on JavaScript framework experience using Bootstrap, React.
Experience using AJAX, REST, JSON.
Experience in HTML, HTML5, CSS3, responsive website design.",30+ days ago,21-07-21
Front End - React JS/Angular JS Developer/Lead,Mantra Labs,"Bengaluru, Karnataka",Salary Not Mentioned,"Familiarity with modern front-end build pipelines and tools.
Building reusable components and front-end libraries for future use.",30+ days ago,21-07-21
Senior Lead Engineer-UI-Front End Technology,FIS Global,"Bengaluru, Karnataka",Salary Not Mentioned,"Experienced (relevant combo of work and education).
Specific strong Java experience, including development of secure web applications.",30+ days ago,21-07-21
UI DEVELOPER_F_,Joulestowatts Business Solutions Private Limited,"Bengaluru, Karnataka•Temporarily Remote","₹2,00,000 a year","Front-end development: 3 years (Required).
3+ experience in Javascript, HTML, CSS.
2+ experience in react.js must.
UI development: 3 years (Required).",30+ days ago,21-07-21
Software Engineer - Frontend (3-4 Yrs),Insyncai Inc,"Bengaluru, Karnataka•Temporarily Remote","₹18,00,000 - ₹24,00,000 a year","*Excellent coding skills in Front-end technologies (React, HTML, CSS)*.
Insyncai’s platform does not require any work from their partners, builds a custom, AI…",30+ days ago,21-07-21
